oshpd_id,FacilityName2,CountyName,system,year,LICENSED_BED_SIZE,HospitalOwnership,UrbanRuralDesi,TEACHINGDesignation,Category,Tot_ED_NmbVsts,EDStations,EDDXCount,LATITUDE,LONGITUDE,PrimaryCareShortageArea,MentalHealthShortageArea,Visits_Per_Station
106070934,Sutter Delta Medical Center,Contra Costa,Sutter Health,2021,100-149,Nonprofit,Urban,Non-Teaching,Homeless,35375,30,1266,37.98222000,-121.80540000,No,No,42.2
106070988,John Muir Medical Center – Walnut Creek Campus,Contra Costa,John Muir Health,2021,500+,Nonprofit,Urban,Non-Teaching,Homeless,40015,44,458,37.91304000,-122.04078100,No,No,10.40909091
106070990,Kaiser Foundation Hospital – Walnut Creek,Contra Costa,Kaiser Foundation Hospitals,2021,200-299,Nonprofit,Urban,Non-Teaching,Homeless,55604,52,354,37.89230000,-122.05828000,No,No,6.807692308
106071018,John Muir Medical Center – Concord Campus,Contra Costa,John Muir Health,2021,200-299,Nonprofit,Urban,Non-Teaching,Homeless,45748,32,1332,37.98615000,-122.03874000,No,No,41.625
106074017,San Ramon Regional Medical Center,Contra Costa,Tenet Healthcare Corporation,2021,100-149,Investor Owned,Urban,Non-Teaching,Homeless,14729,12,35,37.77549000,-121.95884000,No,No,2.916666667
106074097,Kaiser Foundation Hospital – Antioch,Contra Costa,Kaiser Foundation Hospitals,2021,150-199,Nonprofit,Urban,Non-Teaching,Homeless,57989,36,405,37.95197500,-121.77685400,No,No,11.25
106084001,Sutter Coast Hospital,Del Norte,Sutter Health,2021,1-49,Nonprofit,Rural,Non-Teaching,Homeless,13440,11,417,41.77278000,-124.19514000,Yes,Yes,37.90909091
106090793,Barton Memorial Hospital,El Dorado,N/A,2021,100-149,Nonprofit,Rural,Non-Teaching,Homeless,15036,12,146,38.91228000,-119.99758000,Yes,Yes,12.16666667
106090933,Marshall Medical Center,El Dorado,N/A,2021,100-149,Nonprofit,Rural,Non-Teaching,Homeless,24028,24,325,38.72556000,-120.79092000,No,No,13.54166667
106100005,Clovis Community Medical Center,Fresno,N/A,2021,300-499,Nonprofit,Rural,Non-Teaching,Homeless,46564,59,919,36.83745000,-119.66072000,Yes,Yes,15.57627119
106100697,Coalinga Regional Medical Center,Fresno,N/A,2021,100-149,Investor Owned,Rural,Non-Teaching,Homeless,6307,9,6,36.15152000,-120.34035000,Yes,Yes,0.666666667
106100717,Community Regional Medical Center – Fresno,Fresno,N/A,2021,500+,Nonprofit,Urban,Teaching,Homeless,74382,73,7173,36.74252000,-119.78407100,Yes,No,98.26027397
106100797,Adventist Health Reedley,Fresno,Adventist Health Systems,2021,1-49,Nonprofit,Rural,Non-Teaching,Homeless,32277,10,32,36.60789000,-119.45145000,Yes,Yes,3.2
106100899,Saint Agnes Medical Center,Fresno,N/A,2021,300-499,Nonprofit,Urban,Non-Teaching,Homeless,56514,48,1450,36.83707820,-119.76499630,No,Yes,30.20833333
106104062,Kaiser Foundation Hospital – Fresno,Fresno,Kaiser Foundation Hospitals,2021,150-199,Nonprofit,Urban,Non-Teaching,Homeless,41406,21,237,36.84246000,-119.78320000,No,Yes,11.28571429
106110889,Glenn Medical Center,Glenn,N/A,2021,1-49,Investor Owned,Frontier,Non-Teaching,Homeless,5165,4,3,39.52055000,-122.20791000,Yes,Yes,0.75
106121031,Jerold Phelps Community Hospital,Humboldt,N/A,2021,1-49,Government,Frontier,Non-Teaching,Homeless,2837,2,117,40.10195000,-123.79286000,Yes,Yes,58.5
106121051,Providence Redwood Memorial Hospital,Humboldt,Providence St. Joseph Health,2021,1-49,Investor Owned,Rural,Non-Teaching,Homeless,9741,8,313,40.58267000,-124.13549000,Yes,Yes,39.125
106130760,Pioneers Memorial Healthcare District,Imperial,N/A,2021,100-149,Government,Rural,Non-Teaching,Homeless,36732,16,116,32.96003000,-115.55183000,Yes,Yes,7.25
106141273,Northern Inyo Hospital,Inyo,N/A,2021,1-49,Government,Rural,Non-Teaching,Homeless,6864,7,11,37.36207000,-118.40756000,No,No,1.571428571
106150722,Bakersfield Memorial Hospital,Kern,Dignity Health,2021,300-499,Nonprofit,Urban,Non-Teaching,Homeless,69996,36,1892,35.39051000,-119.00658000,No,Yes,52.55555556
106150736,Kern Medical Center,Kern,N/A,2021,200-299,Government,Urban,Teaching,Homeless,44933,30,544,35.38083300,-118.96722200,No,Yes,18.13333333
106150737,Kern Valley Healthcare District,Kern,N/A,2021,100-149,Government,Frontier,Non-Teaching,Homeless,6067,8,13,35.63486000,-118.40509000,Yes,Yes,1.625
106150761,Mercy Hospital – Bakersfield,Kern,Dignity Health,2021,100-149,Nonprofit,Urban,Non-Teaching,Homeless,61773,45,2383,35.37323000,-119.02715000,No,Yes,52.95555556
106150782,Ridgecrest Regional Hospital,Kern,N/A,2021,50-99,Nonprofit,Rural,Non-Teaching,Homeless,15239,12,14,35.64040000,-117.66996000,Yes,Yes,1.166666667
106154168,Adventist Health Tehachapi Valley,Kern,Adventist Health Systems,2021,1-49,Nonprofit,Rural,Non-Teaching,Homeless,17996,13,69,35.14302000,-118.44924000,Yes,Yes,5.307692308
106164029,Adventist Health Hanford,Kings,Adventist Health Systems,2021,150-199,Nonprofit,Urban,Non-Teaching,Homeless,80442,34,494,36.32562470,-119.66839120,Yes,Yes,14.52941176
106171049,Adventist Health Clearlake,Lake,Adventist Health Systems,2021,1-49,Nonprofit,Rural,Non-Teaching,Homeless,17699,8,318,38.93619000,-122.62020000,Yes,Yes,39.75
106171395,Sutter Lakeside Hospital,Lake,Sutter Health,2021,1-49,Nonprofit,Rural,Non-Teaching,Homeless,16923,12,291,39.10232000,-122.91003000,Yes,Yes,24.25
106184008,Banner Lassen Medical Center,Lassen,N/A,2021,1-49,Nonprofit,Rural,Non-Teaching,Homeless,9633,8,52,40.42306000,-120.64609000,Yes,Yes,6.5
106190017,Alhambra Hospital Medical Center,Los Angeles,N/A,2021,100-149,Investor Owned,Urban,Non-Teaching,Homeless,12846,8,282,34.08988000,-118.14490000,No,No,35.25
106190034,Antelope Valley Hospital,Los Angeles,N/A,2021,300-499,Government,Urban,Non-Teaching,Homeless,95597,28,1068,34.68780000,-118.15798100,No,Yes,38.14285714
106190053,St. Mary Medical Center – Long Beach,Los Angeles,Dignity Health,2021,300-499,Nonprofit,Urban,Non-Teaching,Homeless,34440,26,2418,33.78023760,-118.18664120,No,No,93
106190110,Southern California Hospital at Culver City,Los Angeles,Alta Hospitals System,2021,300-499,Investor Owned,Urban,Non-Teaching,Homeless,11776,17,1098,34.02319530,-118.39694290,No,No,64.58823529
106190125,California Hospital Medical Center – Los Angeles,Los Angeles,Dignity Health,2021,300-499,Nonprofit,Urban,Non-Teaching,Homeless,53538,35,5969,34.03721000,-118.26551000,No,No,170.5428571
106190148,Centinela Hospital Medical Center,Los Angeles,Prime Healthcare Services,2021,300-499,Investor Owned,Urban,Non-Teaching,Homeless,33915,51,1357,33.94917000,-118.34788000,Yes,No,26.60784314
106190170,Children's Hospital of Los Angeles,Los Angeles,N/A,2021,300-499,Nonprofit,Urban,Teaching,Homeless,62048,36,27,34.09786920,-118.29095470,Yes,No,0.75
106190197,Community Hospital of Huntington Park,Los Angeles,Avanti Hospitals,2021,50-99,Investor Owned,Urban,Non-Teaching,Homeless,27785,14,167,33.98929000,-118.22466000,No,Yes,11.92857143
106190200,San Gabriel Valley Medical Center,Los Angeles,"AHMC Healthcare, Inc.",2021,200-299,Investor Owned,Urban,Non-Teaching,Homeless,16648,12,194,34.10240000,-118.10503000,No,No,16.16666667
106190240,Lakewood Regional Medical Center,Los Angeles,Tenet Healthcare Corporation,2021,150-199,Investor Owned,Urban,Non-Teaching,Homeless,32654,14,1224,33.85973100,-118.14920120,No,No,87.42857143
106190243,PIH Health Hospital – Downey,Los Angeles,N/A,2021,150-199,Nonprofit,Urban,Non-Teaching,Homeless,39153,34,658,33.93515000,-118.13196000,No,No,19.35294118
106190256,East Los Angeles Doctors Hospital,Los Angeles,Avanti Hospitals,2021,100-149,Investor Owned,Urban,Non-Teaching,Homeless,9319,8,591,34.02383000,-118.18377000,Yes,Yes,73.875
106190280,Encino Hospital Medical Center,Los Angeles,Prime Healthcare Services,2021,100-149,Investor Owned,Urban,Non-Teaching,Homeless,6354,9,434,34.15686000,-118.48662000,No,No,48.22222222
106190298,Emanate Health Foothill Presbyterian Hospital,Los Angeles,N/A,2021,100-149,Nonprofit,Urban,Non-Teaching,Homeless,28511,22,512,34.13384000,-117.87244000,No,No,23.27272727
106190315,Garfield Medical Center,Los Angeles,"AHMC Healthcare, Inc.",2021,200-299,Investor Owned,Urban,Non-Teaching,Homeless,13559,21,109,34.06826000,-118.12302000,No,No,5.19047619
106190352,Greater El Monte Community Hospital,Los Angeles,"AHMC Healthcare, Inc.",2021,100-149,Investor Owned,Urban,Non-Teaching,Homeless,16357,9,115,34.04827000,-118.04257000,Yes,No,12.77777778
106190382,Hollywood Presbyterian Medical Center,Los Angeles,N/A,2021,300-499,Investor Owned,Urban,Non-Teaching,Homeless,23943,20,1267,34.09557000,-118.29163000,Yes,No,63.35
106190385,Providence Holy Cross Medical Center,Los Angeles,Providence St. Joseph Health,2021,300-499,Nonprofit,Urban,Non-Teaching,Homeless,65999,32,228,34.27910000,-118.45951000,No,No,7.125
106190392,PIH Health Good Samaritan Hospital,Los Angeles,N/A,2021,300-499,Nonprofit,Urban,Non-Teaching,Homeless,31973,12,3523,34.05324000,-118.26522000,No,No,293.5833333
106190413,Emanate Health Inter – Community Hospital,Los Angeles,N/A,2021,150-199,Investor Owned,Urban,Non-Teaching,Homeless,26205,21,586,34.08993000,-117.89264000,No,No,27.9047619
106190422,Torrance Memorial Medical Center,Los Angeles,Cedars-Sinai Health System,2021,500+,Nonprofit,Urban,Non-Teaching,Homeless,56910,29,527,33.81191570,-118.34349450,Yes,No,18.17241379
106190429,Kaiser Foundation Hospital – Los Angeles,Los Angeles,Kaiser Foundation Hospitals,2021,300-499,Nonprofit,Urban,Teaching,Homeless,52338,57,3824,34.09875000,-118.29537100,Yes,No,67.0877193
106190432,Kaiser Foundation Hospital – Panorama City,Los Angeles,Kaiser Foundation Hospitals,2021,200-299,Nonprofit,Urban,Non-Teaching,Homeless,58192,41,600,34.21980000,-118.43103000,No,No,14.63414634
106190434,Kaiser Foundation Hospital – West LA,Los Angeles,Kaiser Foundation Hospitals,2021,200-299,Nonprofit,Urban,Non-Teaching,Homeless,71033,53,2249,34.03793000,-118.37568000,No,No,42.43396226
106190500,Cedars – Sinai Marina Del Rey Hospital,Los Angeles,Cedars-Sinai Health System,2021,100-149,Nonprofit,Urban,Non-Teaching,Homeless,29332,18,2707,33.98125000,-118.43971000,No,No,150.3888889
106190517,Providence Cedars – Sinai Tarzana Medical Center,Los Angeles,Providence St. Joseph Health,2021,200-299,Investor Owned,Urban,Non-Teaching,Homeless,31794,15,375,34.17067000,-118.53200100,No,No,25
106190521,Memorial Hospital of Gardena,Los Angeles,Avanti Hospitals,2021,150-199,Investor Owned,Urban,Non-Teaching,Homeless,27216,10,526,33.89246000,-118.29493000,Yes,No,52.6
106190522,Glendale Memorial Hospital and Health Center,Los Angeles,Dignity Health,2021,300-499,Nonprofit,Urban,Non-Teaching,Homeless,22627,16,770,34.12840000,-118.25769000,No,No,48.125
106190525,MemorialCare Long Beach Medical Center,Los Angeles,MemorialCare,2021,300-499,Nonprofit,Urban,Teaching,Homeless,71793,64,1617,33.80801000,-118.18520000,No,No,25.265625
106190529,USC Arcadia Hospital,Los Angeles,N/A,2021,300-499,Nonprofit,Urban,Non-Teaching,Homeless,31517,26,831,34.13603000,-118.03879000,No,No,31.96153846
106190547,Monterey Park Hospital,Los Angeles,"AHMC Healthcare, Inc.",2021,100-149,Investor Owned,Urban,Non-Teaching,Homeless,13907,6,92,34.05308000,-118.13665000,No,No,15.33333333
106190555,Cedars – Sinai Medical Center,Los Angeles,Cedars-Sinai Health System,2021,500+,Nonprofit,Urban,Teaching,Homeless,55305,51,3802,34.07681000,-118.38061000,No,No,74.54901961
106190631,PIH Health Hospital – Whittier,Los Angeles,N/A,2021,500+,Nonprofit,Urban,Non-Teaching,Homeless,51182,61,1533,33.96979430,-118.04925500,No,No,25.13114754
106190636,Emanate Health Queen of the Valley Hospital,Los Angeles,N/A,2021,300-499,Investor Owned,Urban,Non-Teaching,Homeless,45425,24,650,34.06242000,-117.94528000,No,No,27.08333333
106190673,San Dimas Community Hospital,Los Angeles,Prime Healthcare Services,2021,100-149,Investor Owned,Urban,Non-Teaching,Homeless,11204,8,91,34.09907600,-117.83432800,No,No,11.375
106190680,Providence Little Company of Mary Medical Center – San Pedro,Los Angeles,Providence St. Joseph Health,2021,200-299,Nonprofit,Urban,Non-Teaching,Homeless,29882,16,598,33.73793900,-118.30389300,No,No,37.375
106190687,Santa Monica – UCLA Medical Center and Orthopaedic Hospital,Los Angeles,University of California,2021,200-299,Government,Urban,Non-Teaching,Homeless,30384,21,2569,34.02753900,-118.48612300,No,No,122.3333333
106190696,Pacifica Hospital of the Valley,Los Angeles,N/A,2021,200-299,Investor Owned,Urban,Non-Teaching,Homeless,6834,7,111,34.24088000,-118.39555000,Yes,No,15.85714286
106190708,Sherman Oaks Hospital,Los Angeles,Prime Healthcare Services,2021,150-199,Nonprofit,Urban,Non-Teaching,Homeless,19004,12,1960,34.15995000,-118.44880000,No,No,163.3333333
106190754,St. Francis Medical Center,Los Angeles,Verity Health System,2021,300-499,Investor Owned,Urban,Non-Teaching,Homeless,39926,42,581,33.93085000,-118.20415000,Yes,Yes,13.83333333
106190756,Providence Saint John's Health Center,Los Angeles,Providence St. Joseph Health,2021,200-299,Nonprofit,Urban,Non-Teaching,Homeless,20264,27,1816,34.02980400,-118.47866800,No,No,67.25925926
106190758,Providence Saint Joseph Medical Center,Los Angeles,Providence St. Joseph Health,2021,300-499,Nonprofit,Urban,Non-Teaching,Homeless,41545,24,756,34.15486000,-118.32655000,No,No,31.5
106190766,Coast Plaza Hospital,Los Angeles,Avanti Hospitals,2021,100-149,Investor Owned,Urban,Non-Teaching,Homeless,8975,8,142,33.91255000,-118.09915000,No,No,17.75
106190796,Ronald Reagan UCLA Medical Center,Los Angeles,University of California,2021,300-499,Government,Urban,Teaching,Homeless,32425,41,2875,34.06888900,-118.44500000,No,No,70.12195122
106190812,Valley Presbyterian Hospital,Los Angeles,N/A,2021,300-499,Nonprofit,Urban,Non-Teaching,Homeless,39113,33,669,34.19396000,-118.46320000,No,No,20.27272727
106190818,USC Verdugo Hills Hospital,Los Angeles,University of Southern California,2021,150-199,Nonprofit,Urban,Non-Teaching,Homeless,20106,13,112,34.20557000,-118.21520000,No,No,8.615384615
106190859,West Hills Hospital and Medical Center,Los Angeles,HCA Healthcare Corporation,2021,200-299,Investor Owned,Urban,Non-Teaching,Homeless,39834,30,782,34.20337000,-118.62939000,No,No,26.06666667
106190878,Adventist Health White Memorial,Los Angeles,Adventist Health Systems,2021,300-499,Nonprofit,Urban,Teaching,Homeless,41645,28,538,34.05085000,-118.21691000,No,No,19.21428571
106190949,Henry Mayo Newhall Hospital,Los Angeles,N/A,2021,300-499,Nonprofit,Urban,Non-Teaching,Homeless,47498,30,309,34.39545000,-118.55476000,No,No,10.3
106191227,Los Angeles County/Harbor – UCLA Medical Center,Los Angeles,County of Los Angeles,2021,300-499,Government,Urban,Teaching,Homeless,65830,73,4256,33.83155000,-118.29353000,Yes,No,58.30136986
106191231,Los Angeles County Olive View – UCLA Medical Center,Los Angeles,County of Los Angeles,2021,300-499,Government,Urban,Teaching,Homeless,47648,51,3190,34.32418000,-118.45255000,No,No,62.54901961
106191450,Kaiser Foundation Hospital – Woodland Hills,Los Angeles,Kaiser Foundation Hospitals,2021,200-299,Nonprofit,Urban,Non-Teaching,Homeless,38035,38,313,34.17198000,-118.58829000,No,No,8.236842105
106196035,Kaiser Foundation Hospital – Baldwin Park,Los Angeles,Kaiser Foundation Hospitals,2021,200-299,Nonprofit,Urban,Non-Teaching,Homeless,62392,30,429,34.06348000,-117.98600000,Yes,No,14.3
106196403,Kaiser Foundation Hospital – Downey,Los Angeles,Kaiser Foundation Hospitals,2021,300-499,Nonprofit,Urban,Non-Teaching,Homeless,91585,80,1160,33.91712340,-118.12902160,No,No,14.5
106196405,Palmdale Regional Medical Center,Los Angeles,"Universal Health Services, Inc.",2021,150-199,Investor Owned,Urban,Non-Teaching,Homeless,50893,35,655,34.58437540,-118.14434610,Yes,Yes,18.71428571
106201281,Madera Community Hospital,Madera,N/A,2021,100-149,Nonprofit,Rural,Non-Teaching,Homeless,28244,16,527,36.94538000,-120.04470000,Yes,Yes,32.9375
106204019,Valley Children's Hospital,Madera,N/A,2021,300-499,Nonprofit,Rural,Non-Teaching,Homeless,73970,38,11,36.88439000,-119.80042000,Yes,Yes,0.289473684
106210992,Kaiser Foundation Hospital – San Rafael,Marin,Kaiser Foundation Hospitals,2021,100-149,Nonprofit,Urban,Non-Teaching,Homeless,24875,15,188,38.00410000,-122.55376000,No,No,12.53333333
106211006,MarinHealth Medical Center,Marin,N/A,2021,300-499,Nonprofit,Urban,Non-Teaching,Homeless,27014,31,129,37.94651000,-122.53715000,No,No,4.161290323
106214034,Novato Community Hospital,Marin,Sutter Health,2021,1-49,Nonprofit,Urban,Non-Teaching,Homeless,12954,9,203,38.09827000,-122.55974000,No,No,22.55555556
106220733,John C Fremont Healthcare District,Mariposa,N/A,2021,1-49,Government,Rural,Non-Teaching,Homeless,5610,4,29,37.50045000,-119.97698000,Yes,Yes,7.25
106231013,Adventist Health Mendocino Coast,Mendocino,N/A,2021,1-49,Nonprofit,Rural,Non-Teaching,Homeless,8568,6,228,39.43260000,-123.80068000,Yes,Yes,38
106231396,Adventist Health Ukiah Valley,Mendocino,Adventist Health Systems,2021,50-99,Nonprofit,Rural,Non-Teaching,Homeless,25550,19,619,39.15216000,-123.20274100,Yes,Yes,32.57894737
106234038,Adventist Health Howard Memorial,Mendocino,Adventist Health Systems,2021,1-49,Nonprofit,Rural,Non-Teaching,Homeless,12451,9,112,39.39927000,-123.35486000,Yes,Yes,12.44444444
106240924,Memorial Hospital Los Banos,Merced,Sutter Health,2021,1-49,Nonprofit,Rural,Non-Teaching,Homeless,22799,10,369,37.06273000,-120.86147000,Yes,Yes,36.9
106240942,Mercy Medical Center – Merced,Merced,Dignity Health,2021,150-199,Nonprofit,Urban,Non-Teaching,Homeless,52175,26,1973,37.34023090,-120.46518150,Yes,Yes,75.88461538
106254005,Modoc Medical Center,Modoc,N/A,2021,50-99,Government,Frontier,Non-Teaching,Homeless,4834,4,14,41.48747000,-120.55285000,Yes,Yes,3.5
106270744,Community Hospital of the Monterey Peninsula,Monterey,N/A,2021,200-299,Nonprofit,Urban,Non-Teaching,Homeless,36853,30,579,36.59827000,-121.92488000,No,No,19.3
106270777,George L. Mee Memorial Hospital,Monterey,N/A,2021,50-99,Nonprofit,Rural,Non-Teaching,Homeless,12392,6,52,36.20710000,-121.13250000,No,Yes,8.666666667
106270875,Salinas Valley Health Medical Center,Monterey,N/A,2021,200-299,Government,Urban,Non-Teaching,Homeless,41458,16,949,36.65909000,-121.64629100,Yes,Yes,59.3125
106281047,Providence Queen of the Valley Medical Center,Napa,Providence St. Joseph Health,2021,150-199,Investor Owned,Urban,Non-Teaching,Homeless,21616,18,489,38.32363000,-122.29600000,No,No,27.16666667
106281078,Adventist Health St. Helena,Napa,Adventist Health Systems,2021,100-149,Nonprofit,Rural,Non-Teaching,Homeless,5566,8,9,38.53937349,-122.47300302,No,No,1.125
106291023,Sierra Nevada Memorial Hospital,Nevada,Dignity Health,2021,100-149,Nonprofit,Rural,Non-Teaching,Homeless,21800,18,590,39.22808000,-121.04720100,Yes,Yes,32.77777778
106291053,Tahoe Forest Hospital,Nevada,N/A,2021,50-99,Government,Rural,Non-Teaching,Homeless,11799,15,17,39.32453600,-120.20151600,Yes,Yes,1.133333333
106300032,Children's Hospital of Orange County,Orange,N/A,2021,300-499,Nonprofit,Urban,Non-Teaching,Homeless,72260,35,93,33.78075110,-117.86544880,No,No,2.657142857
106300225,MemorialCare Orange Coast Medical Center,Orange,MemorialCare,2021,200-299,Nonprofit,Urban,Non-Teaching,Homeless,26525,26,392,33.70162000,-117.95524000,No,No,15.07692308
106301205,Hoag Memorial Hospital Presbyterian,Orange,Providence St. Joseph Health,2021,300-499,Nonprofit,Urban,Non-Teaching,Homeless,94986,88,3429,33.62526000,-117.92949000,No,No,38.96590909
106301209,Huntington Beach Hospital,Orange,Prime Healthcare Services,2021,100-149,Investor Owned,Urban,Non-Teaching,Homeless,11486,12,643,33.70442000,-117.98895000,No,No,53.58333333
106301234,La Palma Intercommunity Hospital,Orange,Prime Healthcare Services,2021,100-149,Investor Owned,Urban,Non-Teaching,Homeless,10763,13,135,33.84755000,-118.03730000,No,No,10.38461538
106301248,Los Alamitos Medical Center,Orange,Tenet Healthcare Corporation,2021,150-199,Investor Owned,Urban,Non-Teaching,Homeless,23672,23,298,33.80327000,-118.06740000,No,No,12.95652174
106301262,Providence Mission Hospital,Orange,Providence St. Joseph Health,2021,300-499,Nonprofit,Urban,Non-Teaching,Homeless,33336,43,281,33.56279000,-117.66768000,No,No,6.534883721
106301279,UC Irvine Medical Center,Orange,University of California,2021,300-499,Government,Urban,Teaching,Homeless,37922,44,1362,33.78798850,-117.89013390,Yes,No,30.95454545
106301283,Garden Grove Hospital and Medical Center,Orange,Prime Healthcare Services,2021,150-199,Investor Owned,Urban,Non-Teaching,Homeless,18089,12,699,33.77450890,-117.91303150,Yes,No,58.25
106301317,MemorialCare Saddleback Medical Center,Orange,MemorialCare,2021,200-299,Nonprofit,Urban,Non-Teaching,Homeless,27072,31,454,33.60802000,-117.70825000,No,No,14.64516129
106301337,Providence Mission Hospital – Laguna Beach,Orange,Providence St. Joseph Health,2021,150-199,Nonprofit,Urban,Non-Teaching,Homeless,13630,20,419,33.49973910,-117.74225020,No,No,20.95
106301340,Providence St. Joseph Hospital,Orange,Providence St. Joseph Health,2021,300-499,Nonprofit,Urban,Non-Teaching,Homeless,58831,56,1248,33.78230000,-117.86516000,No,No,22.28571429
106301342,Providence St. Jude Medical Center,Orange,Providence St. Joseph Health,2021,300-499,Nonprofit,Urban,Non-Teaching,Homeless,49213,36,875,33.89349000,-117.92851000,No,No,24.30555556
106301357,Foothill Regional Medical Center,Orange,Alta Hospitals System,2021,150-199,Investor Owned,Urban,Non-Teaching,Homeless,3854,8,246,33.73119000,-117.82903000,No,No,30.75
106301379,West Anaheim Medical Center,Orange,Prime Healthcare Services,2021,200-299,Investor Owned,Urban,Non-Teaching,Homeless,22101,24,709,33.82482000,-117.99492000,Yes,No,29.54166667
106301566,Orange County Global Medical Center,Orange,"KPC Healthcare, Inc.",2021,200-299,Investor Owned,Urban,Non-Teaching,Homeless,16282,16,856,33.75361000,-117.83398000,No,No,53.5
106304409,Kaiser Foundation Hospital – Orange County – Anaheim,Orange,Kaiser Foundation Hospitals,2021,200-299,Nonprofit,Urban,Non-Teaching,Homeless,106217,72,769,33.85442000,-117.84399000,No,No,10.68055556
106310791,Sutter Auburn Faith Hospital,Placer,Sutter Health,2021,50-99,Nonprofit,Urban,Non-Teaching,Homeless,24386,14,899,38.94432000,-121.09943000,No,Yes,64.21428571
106311000,Sutter Roseville Medical Center,Placer,Sutter Health,2021,300-499,Nonprofit,Urban,Non-Teaching,Homeless,65472,69,1092,38.76515000,-121.24922000,No,No,15.82608696
106314024,Kaiser Foundation Hospital – Roseville,Placer,Kaiser Foundation Hospitals,2021,300-499,Nonprofit,Urban,Non-Teaching,Homeless,112736,61,568,38.74636000,-121.25107000,No,No,9.31147541
106320859,Eastern Plumas Hospital – Portola Campus,Plumas,N/A,2021,1-49,Government,Frontier,Non-Teaching,Homeless,3306,3,3,39.80517000,-120.46259100,Yes,Yes,1
106321016,Seneca District Hospital,Plumas,N/A,2021,1-49,Government,Frontier,Non-Teaching,Homeless,2315,2,5,40.30547000,-121.23396000,Yes,Yes,2.5
106331152,Corona Regional Medical Center – Main,Riverside,"Universal Health Services, Inc.",2021,150-199,Investor Owned,Urban,Non-Teaching,Homeless,39709,30,384,33.87333540,-117.56680150,No,Yes,12.8
106331216,John F. Kennedy Memorial Hospital,Riverside,Tenet Healthcare Corporation,2021,100-149,Investor Owned,Urban,Non-Teaching,Homeless,42578,12,752,33.70677000,-116.23391000,No,Yes,62.66666667
106331288,Palo Verde Hospital,Riverside,N/A,2021,1-49,Government,Rural,Non-Teaching,Homeless,7458,7,179,33.61315000,-114.59560000,Yes,Yes,25.57142857
106331293,Doctors Hospital of Riverside,Riverside,N/A,2021,150-199,Investor Owned,Urban,Non-Teaching,Homeless,39784,41,1125,33.92573000,-117.43996000,No,Yes,27.43902439
106331312,Riverside Community Hospital,Riverside,HCA Healthcare Corporation,2021,300-499,Investor Owned,Urban,Non-Teaching,Homeless,73328,64,2335,33.97641000,-117.37997000,Yes,Yes,36.484375
106331326,San Gorgonio Memorial Hospital,Riverside,N/A,2021,50-99,Government,Urban,Non-Teaching,Homeless,34357,28,794,33.93174940,-116.94590310,No,Yes,28.35714286
106334018,Menifee Global Medical Center,Riverside,"KPC Healthcare, Inc.",2021,50-99,Investor Owned,Urban,Non-Teaching,Homeless,13544,12,181,33.72146000,-117.15691000,Yes,No,15.08333333
106334025,Kaiser Foundation Hospital – Riverside,Riverside,Kaiser Foundation Hospitals,2021,200-299,Nonprofit,Urban,Non-Teaching,Homeless,49479,41,904,33.90630000,-117.47082000,No,Yes,22.04878049
106334048,Kaiser Foundation Hospital – Moreno Valley,Riverside,Kaiser Foundation Hospitals,2021,50-99,Nonprofit,Urban,Non-Teaching,Homeless,44180,26,101,33.89553000,-117.18677000,No,Yes,3.884615385
106334068,Southwest Healthcare System – Murrieta,Riverside,"Universal Health Services, Inc.",2021,100-149,Investor Owned,Urban,Non-Teaching,Homeless,81500,53,460,33.55788000,-117.18488000,No,Yes,8.679245283
106334487,Riverside University Health System – Medical Center,Riverside,N/A,2021,300-499,Government,Urban,Teaching,Homeless,68827,44,1313,33.91187000,-117.19525000,No,Yes,29.84090909
106334564,Temecula Valley Hospital,Riverside,"Universal Health Services, Inc.",2021,100-149,Investor Owned,Urban,Non-Teaching,Homeless,33450,21,260,33.47959430,-117.10480180,No,No,12.38095238
106340913,Kaiser Foundation Hospital – Sacramento,Sacramento,Kaiser Foundation Hospitals,2021,200-299,Nonprofit,Urban,Non-Teaching,Homeless,89816,59,2805,38.60197000,-121.39232000,No,No,47.54237288
106340947,Mercy General Hospital,Sacramento,Dignity Health,2021,300-499,Nonprofit,Urban,Non-Teaching,Homeless,28298,20,1598,38.56955000,-121.45271000,No,No,79.9
106340951,Methodist Hospital of Sacramento,Sacramento,Dignity Health,2021,300-499,Nonprofit,Urban,Non-Teaching,Homeless,41824,29,1171,38.46416000,-121.41744000,No,No,40.37931034
106341006,UC Davis Medical Center,Sacramento,University of California,2021,500+,Government,Urban,Teaching,Homeless,56983,66,1866,38.55438000,-121.45738000,No,No,28.27272727
106341051,Sutter Medical Center – Sacramento,Sacramento,Sutter Health,2021,500+,Nonprofit,Urban,Non-Teaching,Homeless,77547,54,6100,38.57045000,-121.47028000,No,No,112.962963
106342344,Kaiser Foundation Hospital – South Sacramento,Sacramento,Kaiser Foundation Hospitals,2021,200-299,Nonprofit,Urban,Non-Teaching,Homeless,102274,53,1598,38.47144000,-121.42409000,No,No,30.1509434
106350784,Hazel Hawkins Memorial Hospital,San Benito,N/A,2021,50-99,Government,Rural,Non-Teaching,Homeless,19915,18,233,36.83500000,-121.38609000,Yes,No,12.94444444
106361110,Bear Valley Community Hospital,San Bernardino,N/A,2021,1-49,Government,Rural,Non-Teaching,Homeless,10835,7,19,34.24728000,-116.88988000,Yes,Yes,2.714285714
