oshpd_id,FacilityName2,CountyName,system,year,LICENSED_BED_SIZE,HospitalOwnership,UrbanRuralDesi,TEACHINGDesignation,Category,Tot_ED_NmbVsts,EDStations,EDDXCount,LATITUDE,LONGITUDE,PrimaryCareShortageArea,MentalHealthShortageArea,Visits_Per_Station
106196403,Kaiser Foundation Hospital – Downey,Los Angeles,Kaiser Foundation Hospitals,2022,300-499,Nonprofit,Urban,Non-Teaching,All ED Visits,91278,80,91278,33.91712340,-118.12902160,No,No,1140.975
106196405,Palmdale Regional Medical Center,Los Angeles,"Universal Health Services, Inc.",2022,150-199,Investor Owned,Urban,Non-Teaching,All ED Visits,62297,35,62297,34.58437540,-118.14434610,Yes,Yes,1779.914286
106204019,Valley Children's Hospital,Madera,N/A,2022,300-499,Nonprofit,Rural,Non-Teaching,All ED Visits,77730,38,77730,36.88439000,-119.80042000,Yes,Yes,2045.526316
106210992,Kaiser Foundation Hospital – San Rafael,Marin,Kaiser Foundation Hospitals,2022,100-149,Nonprofit,Urban,Non-Teaching,All ED Visits,28282,21,28282,38.00410000,-122.55376000,No,No,1346.761905
106211006,MarinHealth Medical Center,Marin,N/A,2022,300-499,Nonprofit,Urban,Non-Teaching,All ED Visits,29682,31,29682,37.94651000,-122.53715000,No,No,957.483871
106214034,Novato Community Hospital,Marin,Sutter Health,2022,1-49,Nonprofit,Urban,Non-Teaching,All ED Visits,14709,9,14709,38.09827000,-122.55974000,No,No,1634.333333
106220733,John C Fremont Healthcare District,Mariposa,N/A,2022,1-49,Government,Rural,Non-Teaching,All ED Visits,6498,4,6498,37.50045000,-119.97698000,Yes,Yes,1624.5
106231013,Adventist Health Mendocino Coast,Mendocino,N/A,2022,1-49,Nonprofit,Rural,Non-Teaching,All ED Visits,8963,6,8963,39.43260000,-123.80068000,Yes,Yes,1493.833333
106231396,Adventist Health Ukiah Valley,Mendocino,Adventist Health Systems,2022,50-99,Nonprofit,Rural,Non-Teaching,All ED Visits,29738,19,29738,39.15216000,-123.20274100,Yes,Yes,1565.157895
106234038,Adventist Health Howard Memorial,Mendocino,Adventist Health Systems,2022,1-49,Nonprofit,Rural,Non-Teaching,All ED Visits,14061,9,14061,39.39927000,-123.35486000,Yes,Yes,1562.333333
106240924,Memorial Hospital Los Banos,Merced,Sutter Health,2022,1-49,Nonprofit,Rural,Non-Teaching,All ED Visits,26483,10,26483,37.06273000,-120.86147000,Yes,Yes,2648.3
106240942,Mercy Medical Center – Merced,Merced,Dignity Health,2022,150-199,Nonprofit,Urban,Non-Teaching,All ED Visits,57645,26,57645,37.34023090,-120.46518150,Yes,Yes,2217.115385
106250955,Surprise Valley Community Hospital,Modoc,N/A,2022,1-49,Government,Frontier,Non-Teaching,All ED Visits,511,1,511,41.53221000,-120.17187000,Yes,Yes,511
106270744,Community Hospital of the Monterey Peninsula,Monterey,N/A,2022,200-299,Nonprofit,Urban,Non-Teaching,All ED Visits,42759,31,42759,36.59827000,-121.92488000,No,No,1379.322581
106270777,George L. Mee Memorial Hospital,Monterey,N/A,2022,50-99,Nonprofit,Rural,Non-Teaching,All ED Visits,15447,6,15447,36.20710000,-121.13250000,No,Yes,2574.5
106270875,Salinas Valley Health Medical Center,Monterey,N/A,2022,200-299,Government,Urban,Non-Teaching,All ED Visits,54157,16,54157,36.65909000,-121.64629100,Yes,Yes,3384.8125
106274043,Natividad Medical Center,Monterey,N/A,2022,150-199,Government,Urban,Non-Teaching,All ED Visits,49779,19,49779,36.69686000,-121.62970000,Yes,Yes,2619.947368
106281047,Providence Queen of the Valley Medical Center,Napa,Providence St. Joseph Health,2022,150-199,Investor Owned,Urban,Non-Teaching,All ED Visits,24941,18,24941,38.32363000,-122.29600000,No,No,1385.611111
106281078,Adventist Health St. Helena,Napa,Adventist Health Systems,2022,100-149,Nonprofit,Rural,Non-Teaching,All ED Visits,6503,8,6503,38.53937349,-122.47300302,No,No,812.875
106291053,Tahoe Forest Hospital,Nevada,N/A,2022,50-99,Government,Rural,Non-Teaching,All ED Visits,13700,15,13700,39.32453600,-120.20151600,Yes,Yes,913.3333333
106300032,Children's Hospital of Orange County,Orange,N/A,2022,300-499,Nonprofit,Urban,Non-Teaching,All ED Visits,100831,35,100831,33.78075110,-117.86544880,No,No,2880.885714
106300225,MemorialCare Orange Coast Medical Center,Orange,MemorialCare,2022,200-299,Nonprofit,Urban,Non-Teaching,All ED Visits,29010,26,29010,33.70162000,-117.95524000,No,No,1115.769231
106301098,AHMC Anaheim Regional Medical Center,Orange,"AHMC Healthcare, Inc.",2022,200-299,Investor Owned,Urban,Teaching,All ED Visits,23505,30,23505,33.84725000,-117.93248000,No,Yes,783.5
106301140,Chapman Global Medical Center,Orange,"KPC Healthcare, Inc.",2022,100-149,Investor Owned,Urban,Non-Teaching,All ED Visits,5063,8,5063,33.78785000,-117.82586000,No,No,632.875
106301188,Anaheim Global Medical Center,Orange,"KPC Healthcare, Inc.",2022,150-199,Investor Owned,Urban,Non-Teaching,All ED Visits,12153,11,12153,33.82090000,-117.90921000,No,Yes,1104.818182
106301205,Hoag Memorial Hospital Presbyterian,Orange,Providence St. Joseph Health,2022,300-499,Nonprofit,Urban,Non-Teaching,All ED Visits,102917,88,102917,33.62526000,-117.92949000,No,No,1169.511364
106301209,Huntington Beach Hospital,Orange,Prime Healthcare Services,2022,100-149,Investor Owned,Urban,Non-Teaching,All ED Visits,12317,12,12317,33.70442000,-117.98895000,No,No,1026.416667
106301234,La Palma Intercommunity Hospital,Orange,Prime Healthcare Services,2022,100-149,Investor Owned,Urban,Non-Teaching,All ED Visits,12636,10,12636,33.84755000,-118.03730000,No,No,1263.6
106301248,Los Alamitos Medical Center,Orange,Tenet Healthcare Corporation,2022,150-199,Investor Owned,Urban,Non-Teaching,All ED Visits,26727,23,26727,33.80327000,-118.06740000,No,No,1162.043478
106301258,South Coast Global Medical Center,Orange,"KPC Healthcare, Inc.",2022,150-199,Investor Owned,Urban,Non-Teaching,All ED Visits,11411,10,11411,33.71112000,-117.88539000,Yes,No,1141.1
106301262,Providence Mission Hospital,Orange,Providence St. Joseph Health,2022,300-499,Nonprofit,Urban,Non-Teaching,All ED Visits,35655,46,35655,33.56279000,-117.66768000,No,No,775.1086957
106301279,UC Irvine Medical Center,Orange,University of California,2022,300-499,Government,Urban,Teaching,All ED Visits,42673,44,42673,33.78798850,-117.89013390,Yes,No,969.8409091
106301283,Garden Grove Hospital and Medical Center,Orange,Prime Healthcare Services,2022,150-199,Investor Owned,Urban,Non-Teaching,All ED Visits,19807,12,19807,33.77450890,-117.91303150,Yes,No,1650.583333
106301317,MemorialCare Saddleback Medical Center,Orange,MemorialCare,2022,200-299,Nonprofit,Urban,Non-Teaching,All ED Visits,27453,31,27453,33.60802000,-117.70825000,No,No,885.5806452
106301337,Providence Mission Hospital – Laguna Beach,Orange,Providence St. Joseph Health,2022,150-199,Nonprofit,Urban,Non-Teaching,All ED Visits,14981,20,14981,33.49973910,-117.74225020,No,No,749.05
106301342,Providence St. Jude Medical Center,Orange,Providence St. Joseph Health,2022,300-499,Nonprofit,Urban,Non-Teaching,All ED Visits,54818,36,54818,33.89349000,-117.92851000,No,No,1522.722222
106301357,Foothill Regional Medical Center,Orange,Alta Hospitals System,2022,150-199,Investor Owned,Urban,Non-Teaching,All ED Visits,4326,8,4326,33.73119000,-117.82903000,No,No,540.75
106301379,West Anaheim Medical Center,Orange,Prime Healthcare Services,2022,200-299,Investor Owned,Urban,Non-Teaching,All ED Visits,25258,24,25258,33.82482000,-117.99492000,Yes,No,1052.416667
106301566,Orange County Global Medical Center,Orange,"KPC Healthcare, Inc.",2022,200-299,Investor Owned,Urban,Non-Teaching,All ED Visits,18818,19,18818,33.75361000,-117.83398000,No,No,990.4210526
106304409,Kaiser Foundation Hospital – Orange County – Anaheim,Orange,Kaiser Foundation Hospitals,2022,200-299,Nonprofit,Urban,Non-Teaching,All ED Visits,112366,72,112366,33.85442000,-117.84399000,No,No,1560.638889
106310791,Sutter Auburn Faith Hospital,Placer,Sutter Health,2022,50-99,Nonprofit,Urban,Non-Teaching,All ED Visits,26503,14,26503,38.94432000,-121.09943000,No,Yes,1893.071429
106311000,Sutter Roseville Medical Center,Placer,Sutter Health,2022,300-499,Nonprofit,Urban,Non-Teaching,All ED Visits,74403,69,74403,38.76515000,-121.24922000,No,No,1078.304348
106314024,Kaiser Foundation Hospital – Roseville,Placer,Kaiser Foundation Hospitals,2022,300-499,Nonprofit,Urban,Non-Teaching,All ED Visits,125419,61,125419,38.74636000,-121.25107000,No,No,2056.04918
106320859,Eastern Plumas Hospital – Portola Campus,Plumas,N/A,2022,1-49,Government,Frontier,Non-Teaching,All ED Visits,3461,3,3461,39.80517000,-120.46259100,Yes,Yes,1153.666667
106321016,Seneca District Hospital,Plumas,N/A,2022,1-49,Government,Frontier,Non-Teaching,All ED Visits,2710,2,2710,40.30547000,-121.23396000,Yes,Yes,1355
106331152,Corona Regional Medical Center – Main,Riverside,"Universal Health Services, Inc.",2022,150-199,Investor Owned,Urban,Non-Teaching,All ED Visits,47050,30,47050,33.87333540,-117.56680150,No,Yes,1568.333333
106331164,Desert Regional Medical Center,Riverside,Tenet Healthcare Corporation,2022,300-499,Investor Owned,Urban,Non-Teaching,All ED Visits,54944,29,54944,33.83932000,-116.54549000,No,Yes,1894.62069
106331194,Hemet Global Medical Center,Riverside,"KPC Healthcare, Inc.",2022,300-499,Investor Owned,Urban,Non-Teaching,All ED Visits,39022,29,39022,33.75113000,-116.95958000,Yes,Yes,1345.586207
106331216,John F. Kennedy Memorial Hospital,Riverside,Tenet Healthcare Corporation,2022,100-149,Investor Owned,Urban,Non-Teaching,All ED Visits,48677,12,48677,33.70677000,-116.23391000,No,Yes,4056.416667
106331288,Palo Verde Hospital,Riverside,N/A,2022,1-49,Government,Rural,Non-Teaching,All ED Visits,8076,7,8076,33.61315000,-114.59560000,Yes,Yes,1153.714286
106331293,Doctors Hospital of Riverside,Riverside,N/A,2022,150-199,Investor Owned,Urban,Non-Teaching,All ED Visits,49275,41,49275,33.92573000,-117.43996000,No,Yes,1201.829268
106331326,San Gorgonio Memorial Hospital,Riverside,N/A,2022,50-99,Government,Urban,Non-Teaching,All ED Visits,38597,28,38597,33.93174940,-116.94590310,No,Yes,1378.464286
106334018,Menifee Global Medical Center,Riverside,"KPC Healthcare, Inc.",2022,50-99,Investor Owned,Urban,Non-Teaching,All ED Visits,15525,12,15525,33.72146000,-117.15691000,Yes,No,1293.75
106334025,Kaiser Foundation Hospital – Riverside,Riverside,Kaiser Foundation Hospitals,2022,200-299,Nonprofit,Urban,Non-Teaching,All ED Visits,54533,41,54533,33.90630000,-117.47082000,No,Yes,1330.073171
106334048,Kaiser Foundation Hospital – Moreno Valley,Riverside,Kaiser Foundation Hospitals,2022,50-99,Nonprofit,Urban,Non-Teaching,All ED Visits,50769,26,50769,33.89553000,-117.18677000,No,Yes,1952.653846
106334068,Southwest Healthcare System – Murrieta,Riverside,"Universal Health Services, Inc.",2022,100-149,Investor Owned,Urban,Non-Teaching,All ED Visits,94786,53,94786,33.55788000,-117.18488000,No,Yes,1788.415094
106334564,Temecula Valley Hospital,Riverside,"Universal Health Services, Inc.",2022,100-149,Investor Owned,Urban,Non-Teaching,All ED Visits,35415,21,35415,33.47959430,-117.10480180,No,No,1686.428571
106334589,Loma Linda University Medical Center – Murrieta,Riverside,Loma Linda University,2022,100-149,Nonprofit,Urban,Non-Teaching,All ED Visits,47789,80,47789,33.61222630,-117.16244830,No,Yes,597.3625
106340913,Kaiser Foundation Hospital – Sacramento,Sacramento,Kaiser Foundation Hospitals,2022,200-299,Nonprofit,Urban,Non-Teaching,All ED Visits,100947,59,100947,38.60197000,-121.39232000,No,No,1710.966102
106341006,UC Davis Medical Center,Sacramento,University of California,2022,500+,Government,Urban,Teaching,All ED Visits,65202,66,65202,38.55438000,-121.45738000,No,No,987.9090909
106341051,Sutter Medical Center – Sacramento,Sacramento,Sutter Health,2022,500+,Nonprofit,Urban,Non-Teaching,All ED Visits,85084,50,85084,38.57045000,-121.47028000,No,No,1701.68
106342344,Kaiser Foundation Hospital – South Sacramento,Sacramento,Kaiser Foundation Hospitals,2022,200-299,Nonprofit,Urban,Non-Teaching,All ED Visits,109964,53,109964,38.47144000,-121.42409000,No,No,2074.792453
106350784,Hazel Hawkins Memorial Hospital,San Benito,N/A,2022,50-99,Government,Rural,Non-Teaching,All ED Visits,21491,18,21491,36.83500000,-121.38609000,Yes,No,1193.944444
106361110,Bear Valley Community Hospital,San Bernardino,N/A,2022,1-49,Government,Rural,Non-Teaching,All ED Visits,11640,7,11640,34.24728000,-116.88988000,Yes,Yes,1662.857143
106361144,Chino Valley Medical Center,San Bernardino,Prime Healthcare Services,2022,100-149,Investor Owned,Urban,Non-Teaching,All ED Visits,34420,15,34420,34.02626000,-117.68700000,No,No,2294.666667
106361166,Montclair Hospital Medical Center,San Bernardino,Prime Healthcare Services,2022,100-149,Investor Owned,Urban,Non-Teaching,All ED Visits,23393,12,23393,34.07774000,-117.69603000,No,Yes,1949.416667
106361223,Kaiser Foundation Hospital – Fontana,San Bernardino,Kaiser Foundation Hospitals,2022,300-499,Nonprofit,Urban,Non-Teaching,All ED Visits,141171,92,141171,34.07250000,-117.43549000,Yes,No,1534.467391
106361246,Loma Linda University Medical Center,San Bernardino,Loma Linda University,2022,300-499,Nonprofit,Urban,Teaching,All ED Visits,40403,40,40403,34.05164000,-117.26146000,No,No,1010.075
106361266,Mountains Community Hospital,San Bernardino,N/A,2022,1-49,Government,Rural,Non-Teaching,All ED Visits,8625,6,8625,34.26583000,-117.16716000,Yes,Yes,1437.5
106361318,San Antonio Regional Hospital,San Bernardino,N/A,2022,300-499,Nonprofit,Urban,Non-Teaching,All ED Visits,77789,52,77789,34.10056000,-117.63828000,No,Yes,1495.942308
106361323,Community Hospital of San Bernardino,San Bernardino,Dignity Health,2022,300-499,Nonprofit,Urban,Non-Teaching,All ED Visits,54577,18,54577,34.13138000,-117.32245000,No,Yes,3032.055556
106361343,St. Mary Medical Center – Apple Valley,San Bernardino,Providence St. Joseph Health,2022,200-299,Nonprofit,Urban,Non-Teaching,All ED Visits,65213,43,65213,34.54053000,-117.26535000,No,Yes,1516.581395
106361370,Victor Valley Global Medical Center,San Bernardino,"KPC Healthcare, Inc.",2022,100-149,Investor Owned,Urban,Non-Teaching,All ED Visits,29888,16,29888,34.52817680,-117.29256220,Yes,Yes,1868
106362041,Hi-Desert Medical Center,San Bernardino,Tenet Healthcare Corporation,2022,150-199,Investor Owned,Rural,Non-Teaching,All ED Visits,23888,16,23888,34.13323000,-116.27654000,Yes,Yes,1493
106364144,Desert Valley Hospital,San Bernardino,Prime Healthcare Services,2022,100-149,Investor Owned,Urban,Non-Teaching,All ED Visits,36593,18,36593,34.47093000,-117.29778000,Yes,Yes,2032.944444
106364231,Arrowhead Regional Medical Center,San Bernardino,N/A,2022,300-499,Government,Urban,Teaching,All ED Visits,57942,47,57942,34.07163215,-117.35277613,Yes,No,1232.808511
106364430,Barstow Community Hospital,San Bernardino,N/A,2022,1-49,Investor Owned,Rural,Non-Teaching,All ED Visits,26608,16,26608,34.89352630,-117.01688410,Yes,Yes,1663
106370689,Sharp Coronado Hospital and Healthcare Center,San Diego,Sharp Healthcare,2022,50-99,Nonprofit,Urban,Non-Teaching,All ED Visits,23959,15,23959,32.69427000,-117.16808000,No,Yes,1597.266667
106370694,Sharp Memorial Hospital,San Diego,Sharp Healthcare,2022,500+,Nonprofit,Urban,Non-Teaching,All ED Visits,77303,62,77303,32.80016000,-117.15531000,No,No,1246.822581
106370714,Grossmont Hospital,San Diego,Sharp Healthcare,2022,500+,Nonprofit,Urban,Non-Teaching,All ED Visits,87491,113,87491,32.77963000,-117.00924000,No,Yes,774.2566372
106370730,Kaiser Foundation Hospital – San Diego – Zion,San Diego,Kaiser Foundation Hospitals,2022,300-499,Nonprofit,Urban,Non-Teaching,All ED Visits,115700,114,115700,32.79287000,-117.09447000,No,No,1014.912281
106370744,Scripps Mercy Hospital,San Diego,Scripps Health,2022,300-499,Nonprofit,Urban,Teaching,All ED Visits,98291,78,98291,32.75128000,-117.16090000,No,No,1260.141026
106370759,Paradise Valley Hospital,San Diego,Prime Healthcare Services,2022,200-299,Investor Owned,Urban,Non-Teaching,All ED Visits,17746,20,17746,32.68632930,-117.08303820,Yes,Yes,887.3
106370771,Scripps Memorial Hospital – La Jolla,San Diego,Scripps Health,2022,300-499,Nonprofit,Urban,Non-Teaching,All ED Visits,38053,47,38053,32.88506000,-117.22279000,No,No,809.6382979
106370780,Tri-City Medical Center,San Diego,N/A,2022,300-499,Government,Urban,Non-Teaching,All ED Visits,43017,40,43017,33.18394000,-117.29027000,No,No,1075.425
106370782,UC San Diego Health Hillcrest – Hillcrest Medical Center,San Diego,University of California,2022,300-499,Government,Urban,Teaching,All ED Visits,58676,86,58676,32.75387000,-117.16498000,No,No,682.2790698
106370875,Sharp Chula Vista Medical Center,San Diego,Sharp Healthcare,2022,300-499,Nonprofit,Urban,Non-Teaching,All ED Visits,63959,48,63959,32.61909000,-117.02488000,No,No,1332.479167
106370977,Palomar Medical Center Poway,San Diego,N/A,2022,200-299,Government,Urban,Non-Teaching,All ED Visits,28128,8,28128,32.99563000,-117.05784000,No,No,3516
106371394,Scripps Memorial Hospital – Encinitas,San Diego,Scripps Health,2022,150-199,Nonprofit,Urban,Non-Teaching,All ED Visits,44558,38,44558,33.03630000,-117.28495000,No,No,1172.578947
106374382,Palomar Medical Center,San Diego,N/A,2022,200-299,Government,Urban,Non-Teaching,All ED Visits,77978,72,77978,33.12158000,-117.11961000,No,Yes,1083.027778
106380857,Kaiser Foundation Hospital – San Francisco,San Francisco,Kaiser Foundation Hospitals,2022,200-299,Nonprofit,Urban,Teaching,All ED Visits,33199,30,33199,37.78274000,-122.44289000,No,No,1106.633333
106380933,California Pacific Medical Center – Davies Campus Hospital,San Francisco,Sutter Health,2022,200-299,Nonprofit,Urban,Non-Teaching,All ED Visits,10651,12,10651,37.76910000,-122.43465000,No,No,887.5833333
106380939,Priscilla Chan & Mark Zuckerberg San Francisco General Hospital & Trauma Center,San Francisco,N/A,2022,300-499,Government,Urban,Teaching,All ED Visits,42628,59,42628,37.75657000,-122.40637000,No,No,722.5084746
106380960,Saint Francis Memorial Hospital,San Francisco,Dignity Health,2022,200-299,Nonprofit,Urban,Non-Teaching,All ED Visits,20710,19,20710,37.78917000,-122.41695000,No,No,1090
106380965,St. Mary's Medical Center,San Francisco,Dignity Health,2022,200-299,Nonprofit,Urban,Teaching,All ED Visits,11039,12,11039,37.77408000,-122.45441000,No,No,919.9166667
106384176,California Pacific Medical Center – Van Ness Campus,San Francisco,Sutter Health,2022,200-299,Nonprofit,Urban,Non-Teaching,All ED Visits,26741,35,26741,37.78584000,-122.42175000,No,Yes,764.0285714
106384202,California Pacific Medical Center – Mission Bernal Campus,San Francisco,Sutter Health,2022,100-149,Nonprofit,Urban,Non-Teaching,All ED Visits,18481,16,18481,37.74804000,-122.42094000,No,No,1155.0625
106390923,Adventist Health Lodi Memorial,San Joaquin,Adventist Health Systems,2022,150-199,Nonprofit,Urban,Non-Teaching,All ED Visits,51227,28,51227,38.12146000,-121.28590000,No,Yes,1829.535714
106391010,San Joaquin General Hospital,San Joaquin,N/A,2022,150-199,Government,Urban,Non-Teaching,All ED Visits,43446,26,43446,37.88594000,-121.28918000,Yes,Yes,1671
106391056,Sutter Tracy Community Hospital,San Joaquin,Sutter Health,2022,50-99,Nonprofit,Urban,Non-Teaching,All ED Visits,28908,14,28908,37.74366000,-121.43482000,No,Yes,2064.857143
106392287,Doctors Hospital of Manteca,San Joaquin,Tenet Healthcare Corporation,2022,50-99,Investor Owned,Urban,Non-Teaching,All ED Visits,26643,11,26643,37.80111000,-121.19746000,No,Yes,2422.090909
106394009,Kaiser Foundation Hospital – Manteca,San Joaquin,Kaiser Foundation Hospitals,2022,50-99,Nonprofit,Urban,Non-Teaching,All ED Visits,107498,47,107498,37.79736000,-121.24614000,No,Yes,2287.191489
106400466,Marian Regional Medical Center – Arroyo Grande,San Luis Obispo,Dignity Health,2022,50-99,Nonprofit,Rural,Non-Teaching,All ED Visits,27109,18,27109,35.11369000,-120.59147000,No,Yes,1506.055556
106400480,French Hospital Medical Center,San Luis Obispo,Dignity Health,2022,50-99,Nonprofit,Rural,Non-Teaching,All ED Visits,21644,22,21644,35.27801000,-120.64977000,No,Yes,983.8181818
106400524,Tenet Health Central Coast Sierra Vista Regional Medical Center,San Luis Obispo,Tenet Healthcare Corporation,2022,150-199,Investor Owned,Rural,Non-Teaching,All ED Visits,20637,11,20637,35.29098600,-120.66630900,No,Yes,1876.090909
106400548,Tenet Health Central Coast Twin Cities Community Hospital,San Luis Obispo,Tenet Healthcare Corporation,2022,100-149,Investor Owned,Urban,Non-Teaching,All ED Visits,27954,23,27954,35.55430000,-120.71967000,No,No,1215.391304
106410782,San Mateo Medical Center,San Mateo,N/A,2022,150-199,Government,Urban,Non-Teaching,All ED Visits,33808,15,33808,37.53017000,-122.29951000,No,No,2253.866667
106410806,Kaiser Foundation Hospital – South San Francisco,San Mateo,Kaiser Foundation Hospitals,2022,100-149,Nonprofit,Urban,Non-Teaching,All ED Visits,40921,19,40921,37.65806000,-122.43837000,No,No,2153.736842
106410817,AHMC Seton Medical Center,San Mateo,Verity Health System,2022,300-499,Investor Owned,Urban,Non-Teaching,All ED Visits,13136,22,13136,37.68172000,-122.47283000,No,No,597.0909091
106410828,AHMC Seton Medical Center Coastside,San Mateo,Verity Health System,2022,100-149,Investor Owned,Rural,Non-Teaching,All ED Visits,1620,7,1620,37.52439000,-122.50882000,No,No,231.4285714
106410852,Mills-Peninsula Medical Center,San Mateo,Sutter Health,2022,200-299,Nonprofit,Urban,Non-Teaching,All ED Visits,40552,26,40552,37.59446920,-122.38324650,No,No,1559.692308
106410891,Sequoia Hospital,San Mateo,Dignity Health,2022,200-299,Nonprofit,Urban,Non-Teaching,All ED Visits,16318,17,16318,37.48129000,-122.25377000,No,No,959.8823529
106414139,Kaiser Foundation Hospital – Redwood City,San Mateo,Kaiser Foundation Hospitals,2022,150-199,Nonprofit,Urban,Non-Teaching,All ED Visits,33387,24,33387,37.48967000,-122.22463000,No,No,1391.125
106420483,Goleta Valley Cottage Hospital,Santa Barbara,N/A,2022,1-49,Nonprofit,Urban,Non-Teaching,All ED Visits,22965,23,22965,34.43336000,-119.80929000,No,Yes,998.4782609
106420491,Lompoc Valley Medical Center,Santa Barbara,N/A,2022,50-99,Government,Rural,Non-Teaching,All ED Visits,20131,10,20131,34.63925200,-120.43964970,No,Yes,2013.1
106420493,Marian Regional Medical Center,Santa Barbara,Dignity Health,2022,200-299,Nonprofit,Urban,Non-Teaching,All ED Visits,49585,41,49585,34.95198000,-120.41338000,Yes,Yes,1209.390244
106420514,Santa Barbara Cottage Hospital,Santa Barbara,N/A,2022,300-499,Nonprofit,Urban,Non-Teaching,All ED Visits,37875,40,37875,34.42948000,-119.72317000,No,No,946.875
106420522,Santa Ynez Valley Cottage Hospital,Santa Barbara,N/A,2022,1-49,Nonprofit,Rural,Non-Teaching,All ED Visits,9382,8,9382,34.60243000,-120.12721000,No,Yes,1172.75
106430763,El Camino Health,Santa Clara,N/A,2022,300-499,Nonprofit,Urban,Non-Teaching,All ED Visits,58812,40,58812,37.36779000,-122.07801000,No,No,1470.3
106430779,Good Samaritan Hospital – San Jose,Santa Clara,HCA Healthcare Corporation,2022,300-499,Investor Owned,Urban,Non-Teaching,All ED Visits,49478,35,49478,37.25116000,-121.94490000,No,No,1413.657143
106430837,O'Connor Hospital,Santa Clara,Verity Health System,2022,300-499,Government,Urban,Non-Teaching,All ED Visits,52606,25,52606,37.32714000,-121.93727000,No,No,2104.24
106430905,Stanford Health Care,Santa Clara,N/A,2022,200-299,Nonprofit,Urban,Teaching,All ED Visits,71442,84,71442,37.43300000,-122.17588100,No,No,850.5
106431506,Kaiser Foundation Hospital – San Jose,Santa Clara,Kaiser Foundation Hospitals,2022,200-299,Nonprofit,Urban,Non-Teaching,All ED Visits,71282,36,71282,37.23924000,-121.80269000,No,No,1980.055556
106434138,St. Louise Regional Hospital,Santa Clara,Verity Health System,2022,50-99,Government,Rural,Non-Teaching,All ED Visits,35422,8,35422,37.03731000,-121.57411000,No,No,4427.75
106434153,Kaiser Foundation Hospital – Santa Clara,Santa Clara,Kaiser Foundation Hospitals,2022,300-499,Nonprofit,Urban,Non-Teaching,All ED Visits,72224,30,72224,37.33459700,-121.99577400,No,No,2407.466667
106444013,Watsonville Community Hospital,Santa Cruz,N/A,2022,100-149,Nonprofit,Urban,Non-Teaching,All ED Visits,28994,12,28994,36.92839000,-121.79173000,Yes,No,2416.166667
106450936,Mayers Memorial Hospital,Shasta,N/A,2022,100-149,Government,Frontier,Non-Teaching,All ED Visits,4154,6,4154,41.02423000,-121.42442000,Yes,Yes,692.3333333
106450940,Shasta Regional Medical Center,Shasta,Prime Healthcare Services,2022,200-299,Investor Owned,Urban,Non-Teaching,All ED Visits,24170,27,24170,40.58562000,-122.38773100,No,Yes,895.1851852
106450949,Mercy Medical Center – Redding,Shasta,Dignity Health,2022,200-299,Nonprofit,Urban,Non-Teaching,All ED Visits,43794,26,43794,40.57204000,-122.39742000,No,Yes,1684.384615
106470871,Mercy Medical Center Mt. Shasta,Siskiyou,Dignity Health,2022,1-49,Nonprofit,Rural,Non-Teaching,All ED Visits,10147,11,10147,41.31894000,-122.32309000,Yes,Yes,922.4545455
106474007,Fairchild Medical Center,Siskiyou,N/A,2022,1-49,Nonprofit,Rural,Non-Teaching,All ED Visits,9916,7,9916,41.71949000,-122.64580100,Yes,Yes,1416.571429
106480989,Kaiser Foundation Hospital & Rehab Center – Vallejo,Solano,Kaiser Foundation Hospitals,2022,200-299,Nonprofit,Urban,Non-Teaching,All ED Visits,59579,51,59579,38.12839000,-122.24761000,No,No,1168.215686
106481094,Sutter Solano Medical Center,Solano,Sutter Health,2022,100-149,Nonprofit,Urban,Non-Teaching,All ED Visits,25013,13,25013,38.13109000,-122.23852000,No,No,1924.076923
106481357,NorthBay Medical Center,Solano,N/A,2022,150-199,Nonprofit,Urban,Non-Teaching,All ED Visits,60524,45,60524,38.26097000,-122.05076000,No,No,1344.977778
106484044,Kaiser Foundation Hospital – Vacaville,Solano,Kaiser Foundation Hospitals,2022,100-149,Nonprofit,Urban,Non-Teaching,All ED Visits,52521,27,52521,38.38949680,-121.93731770,No,No,1945.222222
106490964,Healdsburg Hospital,Sonoma,N/A,2022,1-49,Investor Owned,Rural,Non-Teaching,All ED Visits,8867,9,8867,38.62764000,-122.86385000,No,No,985.2222222
106491001,Petaluma Valley Hospital,Sonoma,Providence St. Joseph Health,2022,50-99,Investor Owned,Urban,Non-Teaching,All ED Visits,17337,15,17337,38.25323000,-122.63302000,No,No,1155.8
106491064,Providence Santa Rosa Memorial Hospital – Montgomery,Sonoma,Providence St. Joseph Health,2022,200-299,Investor Owned,Urban,Non-Teaching,All ED Visits,34075,33,34075,38.44290000,-122.70149000,No,Yes,1032.575758
106491076,Sonoma Valley Hospital,Sonoma,N/A,2022,50-99,Government,Urban,Non-Teaching,All ED Visits,8730,8,8730,38.28841000,-122.46524000,Yes,No,1091.25
106494019,Kaiser Foundation Hospital – Santa Rosa,Sonoma,Kaiser Foundation Hospitals,2022,150-199,Nonprofit,Urban,Teaching,All ED Visits,56133,30,56133,38.47087000,-122.73119000,No,Yes,1871.1
106494106,Sutter Santa Rosa Regional Hospital,Sonoma,Sutter Health,2022,100-149,Nonprofit,Urban,Non-Teaching,All ED Visits,30152,34,30152,38.49636000,-122.75140000,No,Yes,886.8235294
